timestamp,source,item_id,title,url,page_url,license_raw,license_family,is_nc,is_sa,status,retries,duration_sec,size_bytes,clip_id,error
2026-09-08T08:17:05.255745Z,<bound method Command._current_source of <backend.app.management.commands.scrape_audio.Command object at 0x78d10a369710>>,https://upload.wikimedia.org/wikipedia/commons/6/62/%21Cube_-_Ransumaasta_kajahtaa.wav?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,!Cube_-_Ransumaasta_kajahtaa.wav,https://upload.wikimedia.org/wikipedia/commons/6/62/%21Cube_-_Ransumaasta_kajahtaa.wav?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File:!Cube_-_Ransumaasta_kajahtaa.wav,,UNKNOWN,false,false,skipped_license,0,0.00,,,license filter
